-8.76675027e-01,4.67129880e-01,-8.44598807e-01,8.10668807e-03
-2.03291723e-01,-3.41215878e-02,-6.84421431e-01,2.15402970e-01
2.90006178e+00,-1.06284442e+00,-2.13094606e+00,-5.30837261e-01
2.53666343e+00,-4.64007374e-01,-6.30895628e-01,2.33722258e-01
2.76645466e-01,-1.85805973e+00,2.21475977e+00,1.40433585e+00
-4.58415399e-01,-2.09368989e+00,1.33049306e+00,3.86478306e-01
-7.53344824e-01,-2.23164347e+00,1.26483181e+00,3.54368842e-01
-9.60634907e-01,8.38667329e-01,-1.13391716e+00,5.05158796e-01
2.51367266e+00,-1.36617072e+00,-3.44649079e+00,-1.87404502e+00
-1.16973983e+00,8.23527542e-01,-1.11797294e+00,5.54121698e-01
-1.30390256e+00,9.52894554e-01,-9.75005734e-01,5.85581458e-01
-1.17910395e+00,7.16828852e-01,-1.20400497e+00,4.83472199e-01
-1.05051203e+00,2.59324379e-01,-1.56201594e+00,-1.68703742e-02
-1.43430018e+00,8.80543897e-01,-1.01140748e+00,5.40564600e-01
-3.51067067e-02,5.87769276e-01,-6.40154969e-01,1.14410230e+00
8.06982027e-01,-2.38025042e-01,1.79283301e+00,1.45990324e+00
-1.00412199e+00,-9.68274569e-01,5.52320580e-01,9.52604900e-01
-1.28121616e+00,-1.20655024e+00,1.16893897e+00,5.77940340e-01
-1.49660845e+00,1.89013696e-01,-1.84451380e-01,1.12040842e+00
-1.23723791e+00,1.08714549e-02,-3.52702873e-01,8.66364307e-01
-6.18067549e-01,1.81141652e-04,-4.91367411e-01,9.13576901e-01
-1.12677827e+00,4.35752351e-01,-1.11153107e-02,1.09891676e+00
-1.29602370e+00,1.20975692e-01,-2.38565226e-01,8.76379758e-01
-7.60983910e-01,7.38562081e-01,2.22159879e-01,1.05636786e+00
-1.10554436e+00,1.02772150e+00,-8.58317221e-01,1.22553476e+00
-1.34515966e+00,8.70572955e-01,-9.52777999e-01,1.16483717e+00
-8.35437866e-01,1.12415965e+00,-7.87278778e-01,1.08057481e+00
-8.20941420e-01,7.28048274e-01,-1.06648865e+00,5.56819170e-01
-1.38095568e+00,8.20720401e-01,-1.00350949e+00,1.21292416e+00
-1.36362144e+00,8.44648160e-01,-9.43423955e-01,1.01008126e+00
-1.23870858e+00,8.39026390e-01,-1.02394612e+00,1.26990759e+00
1.84284091e-01,-7.87815980e-01,-3.46818044e+00,4.47574604e+00
3.71538222e+00,-3.57839387e+00,-2.59104015e+00,4.73727642e+00
1.13733352e+00,-7.81038338e-01,1.29886423e+00,1.18385590e+00
-1.25101002e+00,-6.51969817e-01,8.29000250e-01,1.39872422e+00
-1.41032881e+00,-7.81198348e-01,7.73877487e-01,1.19937191e+00
-1.10105582e+00,9.67960373e-01,-4.68981313e-01,-1.30176268e+00
7.66993873e-01,2.55000176e+00,6.79631221e-01,-1.13909416e+00
-9.20697340e-01,-3.97736992e-01,1.04668286e+00,-1.51873220e+00
-4.55183767e-01,3.32465969e-02,1.34649222e+00,-1.38145142e+00
9.20480942e-01,-8.92482529e-01,1.23663270e+00,-1.58909992e+00
-8.16396458e-01,1.72659683e+00,-1.78932035e+00,-2.22352255e+00
-5.39700866e-01,1.06254355e+00,-1.09786670e+00,-1.56916352e+00
-5.65668090e-01,1.51328843e+00,-7.14517970e-01,-1.15207168e+00
-7.00377241e-01,5.52678901e-01,-2.91229477e-01,-1.40006679e+00
1.35019924e+00,-1.79205598e-01,5.31605782e-02,-1.10400546e+00
1.79658272e-01,4.31725334e-01,9.92563644e-01,-4.56552135e-01
-7.76383446e-01,-4.84217738e-01,4.41621113e-01,-1.19916734e+00
2.54924094e-01,1.19105951e+00,-1.11666228e+00,-1.26064783e+00
1.78800564e+00,-4.43123243e-01,1.00636983e+00,-4.63050575e-01
2.65895843e+00,2.11847861e+00,5.68783261e-01,1.54704715e-01
-1.22720199e+00,-5.27362114e-01,9.88311620e-01,-4.26711908e-01
-4.28378696e-01,-7.08339494e-01,7.22779924e-01,-7.36940024e-01
1.41235950e+00,-9.05888574e-01,1.51106958e-01,-6.49783163e-01
6.10142595e-01,-7.11194876e-01,1.36924296e+00,4.79938870e-02
2.96564228e+00,4.95263594e+00,9.01773784e-01,7.90621907e-02
-9.17565462e-01,6.61626595e-02,2.25344667e-01,-1.11138623e-01
-8.86789752e-01,-1.71103665e-02,1.87961906e-01,-3.42107744e-01
5.54304175e+00,3.26107361e+00,5.53675863e-01,1.77361833e-01
-1.79794328e-01,1.95211866e+00,-5.65395581e-01,-1.21920377e-01
-1.01180399e+00,1.07422459e+00,-1.13085078e+00,-7.33062570e-01
-1.31174620e+00,7.38963525e-02,1.81633616e-01,-2.40251187e-01
1.34638569e+00,2.47313244e+00,1.70519664e+00,2.44064730e-01
