-1.02921780e+00,6.23384831e-01,-5.13297706e-02,-1.25847850e+00
2.07000521e-01,9.35096776e-01,-7.57648271e-01,-1.24185121e+00
3.99620785e+00,-4.86720971e+00,-2.20119031e+00,-3.42624026e+00
-6.46873832e-01,5.25018027e-01,-1.38137827e-01,-1.31465056e+00
-9.80891053e-01,-6.97374792e-01,1.05392009e+00,-6.57315504e-01
-5.79444218e-01,-5.07406686e-01,1.09677783e-01,2.45044716e-01
-9.01260310e-01,-6.67918749e-02,1.00879802e-01,-4.75916821e-01
-1.23866849e+00,8.35608714e-04,2.14665119e-01,-4.04957001e-01
8.25174789e-01,-2.35205339e-01,-1.33634335e-01,-1.01277649e+00
-1.16733439e+00,4.66327510e-01,-2.01809563e-01,-4.18574637e-01
-3.31783974e-01,4.64505476e-01,-2.43481208e-01,-1.01443953e+00
-1.20615723e+00,5.14662768e-01,-8.70701997e-02,-7.18131627e-01
2.34331019e+00,-3.01799045e-02,9.71728980e-01,-3.12364505e-01
-5.83017469e-01,-5.59333879e-01,1.71986263e-01,-1.06340415e+00
-1.20105284e+00,-1.75225078e-01,4.91193320e-01,-2.42757834e-01
-1.17497969e+00,-2.01031354e-01,5.26273848e-01,-5.59455615e-01
8.91724255e+00,3.54649043e+00,3.92613058e+00,1.87423479e+00
1.22494236e+00,-1.59309618e+00,8.35889687e-01,-2.04490476e-01
4.05570397e+00,-7.56929715e-01,-2.43672696e+00,-4.01219165e-01
-9.27135723e-01,-1.22706607e+00,1.21478009e+00,-6.50250843e-01
9.42798061e-01,-1.98417802e+00,2.59132305e-01,-1.30225444e+00
-1.07548621e+00,5.29111846e-01,2.21270561e-01,-1.43353111e-01
-8.53688110e-01,-3.14712148e-01,-4.96673167e-01,-8.00741296e-01
-1.92710055e-01,1.10310309e+00,5.78524799e-01,1.85192674e-02
-1.25031005e+00,-8.57860070e-01,9.14951204e-01,2.79531337e-02
-6.68107083e-01,-9.69144437e-01,7.64899901e-01,-3.07379852e-01
-1.14121923e+00,-1.58529460e-01,2.22278605e-01,-3.35845723e-03
1.00909187e+00,-3.29663151e+00,2.59655945e+00,3.58795769e-02
-1.18162233e+00,8.75861066e-01,-6.31364544e-01,-2.95039184e-01
-1.15410757e+00,-1.27862430e+00,1.16123562e+00,2.94832366e-01
1.52378083e-01,-1.08941601e+00,2.02943027e+00,6.44209471e-01
8.69371155e-01,-1.95790785e+00,1.13380070e+00,2.51469448e-01
-1.13143379e+00,-1.18565898e+00,1.23541795e+00,3.46381403e-01
-1.19118126e+00,-1.01322826e+00,1.33678021e+00,7.16225668e-01
6.49221127e+00,-1.54247513e+00,-2.97507457e+00,-4.25345061e-01
-1.18711267e+00,2.97593476e-01,-3.00905544e-01,2.64724418e-01
-1.07193846e+00,7.75927191e-01,-6.93583927e-01,9.20609158e-01
